algorithm,n_threads,n_elems,t_random,t_distribute,t_merge,t_sort,t_writeback,t_total,sorted
bs2,20,400000,0.000665,0.001735,0.000000,0.027722,0.029525,0.059229,1
bs2,24,400000,0.001112,0.001603,0.000000,0.026729,0.028289,0.056887,1
bs2,32,400000,0.001193,0.002217,0.000000,0.039031,0.038817,0.080455,1
bs2,48,400000,0.001348,0.001849,0.000000,0.035096,0.034364,0.071701,1
bs2,1,450000,0.003601,0.031969,0.000000,0.015886,0.012397,0.062556,1
bs2,2,450000,0.001878,0.016931,0.000000,0.024760,0.027715,0.070648,1
bs2,3,450000,0.001481,0.011779,0.000000,0.029966,0.033311,0.075916,1
bs2,4,450000,0.001118,0.008299,0.000000,0.031153,0.034385,0.074520,1
bs2,6,450000,0.000917,0.006239,0.000000,0.031324,0.033766,0.071840,1
bs2,8,450000,0.000963,0.004782,0.000000,0.030061,0.032737,0.068002,1
bs2,10,450000,0.000871,0.003858,0.000000,0.030344,0.032249,0.066817,1
bs2,12,450000,0.000818,0.003284,0.000000,0.031180,0.033140,0.067930,1
bs2,16,450000,0.000886,0.002536,0.000000,0.030902,0.032994,0.066739,1
bs2,20,450000,0.000693,0.001922,0.000000,0.031135,0.033287,0.066655,1
bs2,24,450000,0.001088,0.001748,0.000000,0.030754,0.032458,0.065240,1
bs2,32,450000,0.001184,0.002599,0.000000,0.039991,0.037797,0.080720,1
bs2,48,450000,0.001373,0.001968,0.000000,0.039445,0.038405,0.080232,1
bs2,1,500000,0.004023,0.035463,0.000000,0.017964,0.013791,0.069776,1
bs2,2,500000,0.002164,0.018757,0.000000,0.025424,0.029310,0.074867,1
bs2,3,500000,0.001541,0.013186,0.000000,0.034706,0.038323,0.087182,1
bs2,4,500000,0.001296,0.010100,0.000000,0.032115,0.035730,0.078706,1
bs2,6,500000,0.001097,0.006972,0.000000,0.033913,0.036935,0.078375,1
bs2,8,500000,0.000917,0.005761,0.000000,0.034294,0.036775,0.077284,1
bs2,10,500000,0.000837,0.004621,0.000000,0.034315,0.036553,0.075897,1
bs2,12,500000,0.000846,0.003631,0.000000,0.035331,0.037662,0.076979,1
bs2,16,500000,0.000956,0.002745,0.000000,0.035539,0.037544,0.076142,1
bs2,24,500000,0.001029,0.001936,0.000000,0.034624,0.036498,0.073356,1
bs2,32,500000,0.001223,0.002799,0.000000,0.044815,0.042275,0.090266,1
bs2,48,500000,0.001691,0.002316,0.000000,0.044448,0.044733,0.091934,1
bs2,1,550000,0.004627,0.042581,0.000000,0.020024,0.014814,0.080247,1
bs2,2,550000,0.002540,0.022268,0.000000,0.030697,0.033939,0.088411,1
bs2,3,550000,0.001576,0.015637,0.000000,0.032792,0.037541,0.087029,1
bs2,4,550000,0.001383,0.011162,0.000000,0.034749,0.038824,0.085574,1
bs2,6,550000,0.001132,0.008299,0.000000,0.036908,0.040392,0.086231,1
bs2,8,550000,0.000923,0.006251,0.000000,0.036682,0.039532,0.082972,1
bs2,10,550000,0.000875,0.005037,0.000000,0.038053,0.040618,0.084135,1
bs2,12,550000,0.000892,0.004268,0.000000,0.038395,0.040821,0.083883,1
bs2,16,550000,0.000883,0.003262,0.000000,0.038680,0.041051,0.083346,1
bs2,20,550000,0.001041,0.002660,0.000000,0.037955,0.040051,0.081022,1
bs2,24,550000,0.001081,0.002253,0.000000,0.038946,0.041520,0.083024,1
bs2,32,550000,0.001221,0.002996,0.000000,0.048498,0.046948,0.098890,1
bs2,48,550000,0.001682,0.002457,0.000000,0.048755,0.048619,0.100344,1
bs2,1,600000,0.004907,0.046281,0.000000,0.021973,0.016035,0.087368,1
bs2,2,600000,0.002844,0.024030,0.000000,0.033549,0.037394,0.096626,1
bs2,3,600000,0.001920,0.016810,0.000000,0.040084,0.044334,0.102390,1
bs2,4,600000,0.001324,0.013026,0.000000,0.038920,0.043327,0.096191,1
bs2,6,600000,0.001097,0.009126,0.000000,0.040607,0.043894,0.094415,1
bs2,8,600000,0.000992,0.006748,0.000000,0.041178,0.043895,0.092365,1
bs2,10,600000,0.000951,0.005749,0.000000,0.040719,0.042569,0.089692,1
bs2,12,600000,0.000844,0.004622,0.000000,0.042774,0.045789,0.093609,1
bs2,16,600000,0.001011,0.003520,0.000000,0.040884,0.042746,0.087540,1
bs2,20,600000,0.001158,0.002864,0.000000,0.041151,0.043556,0.087960,1
bs2,24,600000,0.001047,0.002450,0.000000,0.041479,0.044267,0.088516,1
bs2,32,600000,0.001230,0.003378,0.000000,0.053285,0.051071,0.108183,1
bs2,48,600000,0.001663,0.002776,0.000000,0.056981,0.058178,0.118508,1
bs2,1,650000,0.005345,0.049656,0.000000,0.023929,0.017763,0.094664,1
bs2,2,650000,0.002891,0.025998,0.000000,0.035762,0.039763,0.103298,1
bs2,3,650000,0.001791,0.018919,0.000000,0.041207,0.046258,0.107733,1
bs2,4,650000,0.001853,0.013941,0.000000,0.042720,0.047322,0.104957,1
bs2,6,650000,0.001118,0.009693,0.000000,0.043245,0.046772,0.100505,1
bs2,8,650000,0.001041,0.007884,0.000000,0.044855,0.047863,0.101189,1
bs2,10,650000,0.001044,0.006273,0.000000,0.045972,0.048431,0.101201,1
bs2,12,650000,0.000949,0.005319,0.000000,0.043457,0.046057,0.095294,1
bs2,16,650000,0.001028,0.004079,0.000000,0.046073,0.048463,0.099021,1
bs2,20,650000,0.000976,0.003118,0.000000,0.043467,0.046251,0.093204,1
bs2,24,650000,0.001175,0.002863,0.000000,0.045250,0.048041,0.096849,1
bs2,32,650000,0.001381,0.003741,0.000000,0.058938,0.055810,0.118984,1
bs2,48,650000,0.001686,0.002891,0.000000,0.058513,0.057601,0.119540,1
bs2,1,700000,0.005451,0.056539,0.000000,0.025935,0.019321,0.105379,1
